REEF_SITE,YEAR,MONTH,SURVEY_DATE,REEF_ZONE,TRANSECT_NO,SIZE,a,b,IND_MASS,BLEACH_MONTH
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,7,0.025,3.146,11.4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,4,0.025,3.146,2,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,7,0.025,3.146,11.4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,7,0.025,3.146,11.4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,7,0.025,3.146,11.4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,7,0.025,3.146,11.4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,7,0.025,3.146,11.4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,4,0.025,3.146,2,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,3,0.025,3.146,0.8,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,4,0.025,3.146,2,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,4,0.025,3.146,2,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,4,0.025,3.146,2,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,4,0.025,3.146,2,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,7,0.025,3.146,11.4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,4,0.025,3.146,2,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,4,0.025,3.146,2,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,4,0.025,3.146,2,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,7,0.025,3.146,11.4,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,15/09/2024,FLAT,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,1,0.025,3.146,0,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,1,0.025,3.146,0,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,1,0.025,3.146,0,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,1,0.025,3.146,0,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,3,0.025,3.146,0.8,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,3,0.025,3.146,0.8,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,2,0.025,3.146,0.2,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,2,0.025,3.146,0.2,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,2,0.025,3.146,0.2,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,3,0.025,3.146,0.8,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,5,0.025,3.146,4,post-bleach
ATL,2024,OCT,02/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,4,0.025,3.146,2,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,5,0.025,3.146,4,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,5,0.025,3.146,4,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,3,0.025,3.146,0.8,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,5,0.025,3.146,4,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,7,0.025,3.146,11.4,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,3,0.025,3.146,0.8,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,2,0.025,3.146,0.2,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,2,0.025,3.146,0.2,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,1,0.025,3.146,0,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,02/10/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,21/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,21/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,21/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,21/09/2024,CREST,1,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,21/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,21/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,2,0.025,3.146,0.2,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,2,0.025,3.146,0.2,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,2,0.025,3.146,0.2,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,4,0.025,3.146,2,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,6,0.025,3.146,7,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,5,0.025,3.146,4,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,SEP,21/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,7,0.025,3.146,11.4,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,6,0.025,3.146,7,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,6,0.025,3.146,7,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,6,0.025,3.146,7,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,6,0.025,3.146,7,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,6,0.025,3.146,7,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,4,0.025,3.146,2,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,6,0.025,3.146,7,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,6,0.025,3.146,7,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,5,0.025,3.146,4,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,6,0.025,3.146,7,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,1,0.025,3.146,0,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,1,0.025,3.146,0,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,1,0.025,3.146,0,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,3,0.025,3.146,0.8,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,2,0.025,3.146,0.2,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,2,0.025,3.146,0.2,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,6,0.025,3.146,7,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,6,0.025,3.146,7,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
HS,2024,SEP,25/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
MH4,2024,SEP,27/09/2024,CREST,1,6,0.025,3.146,7,post-bleach
MH4,2024,SEP,27/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
MH4,2024,SEP,27/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,1,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
MH4,2024,SEP,27/09/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,1,0.025,3.146,0,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,5,0.025,3.146,4,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,2,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,3,6,0.025,3.146,7,post-bleach
MH4,2024,SEP,27/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
MH4,2024,SEP,27/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
MH4,2024,SEP,27/09/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
MH4,2024,SEP,27/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,3,10,0.025,3.146,35,post-bleach
MH4,2024,SEP,27/09/2024,CREST,3,6,0.025,3.146,7,post-bleach
MH4,2024,SEP,27/09/2024,CREST,3,5,0.025,3.146,4,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,2,0.025,3.146,0.2,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,2,0.025,3.146,0.2,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,2,0.025,3.146,0.2,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,2,0.025,3.146,0.2,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,2,0.025,3.146,0.2,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,3,0.025,3.146,0.8,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,3,0.025,3.146,0.8,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,3,0.025,3.146,0.8,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,1,0.025,3.146,0,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,1,0.025,3.146,0,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,1,0.025,3.146,0,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,7,0.025,3.146,11.4,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,3,0.025,3.146,0.8,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,7,0.025,3.146,11.4,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,7,0.025,3.146,11.4,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,7,0.025,3.146,11.4,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,9,0.025,3.146,25.1,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,7,0.025,3.146,11.4,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,5,0.025,3.146,4,post-bleach
ATL,2024,OCT,16/10/2024,CREST,2,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,6,0.025,3.146,7,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,7,0.025,3.146,11.4,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,10,0.025,3.146,35,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,5,0.025,3.146,4,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,5,0.025,3.146,4,post-bleach
ATL,2024,OCT,16/10/2024,CREST,3,8,0.025,3.146,17.3,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,6,0.025,3.146,7,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,3,0.025,3.146,0.8,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,10,0.025,3.146,35,post-bleach
HS,2024,OCT,12/10/2024,CREST,1,8,0.025,3.146,17.3,post-bleach
